"AGED -- 2012 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE, BENEFICIARIES ENROLLED IN PARTS A AND/OR B, PUERTO RICO BENEFICIARIES ENROLLED IN BOTH PARTS A AND B ONLY, REIMBURSEMENTS FOR HOSPICE AND COST CONTRACTS EXCLUDED",,,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,AGED & DBLD MEAN RISK SCORES,,,,,,
04220,ARKANSAS                 ,FAULKNER               ,"11,331","37,084,922",272.74,"34,321,597",252.42,"300,955","2,323,959","138,408","10,493","40,676,877",323.05,0.893,,,,,,
04230,ARKANSAS                 ,FRANKLIN               ,"2,180","8,632,538",329.99,"8,120,997",310.44,"44,757","459,532","7,252","2,051","7,447,200",302.58,0.897,,,,,,
04240,ARKANSAS                 ,FULTON                 ,"2,080","7,278,246",291.60,"6,810,726",272.87,"39,730","412,404","15,385","1,983","8,267,799",347.44,0.955,,,,,,
04250,ARKANSAS                 ,GARLAND                ,"20,774","71,415,271",286.48,"66,848,483",268.16,"453,962","3,947,254","165,571","19,700","81,509,235",344.79,0.933,,,,,,
04260,ARKANSAS                 ,GRANT                  ,"2,166","8,089,010",311.21,"7,386,572",284.19,"84,278","575,287","42,871","2,029","8,672,652",356.20,0.931,,,,,,
04270,ARKANSAS                 ,GREENE                 ,"4,936","22,115,862",373.38,"19,874,343",335.53,"181,114","1,979,630","80,773","4,687","17,264,444",306.96,0.938,,,,,,
04280,ARKANSAS                 ,HEMPSTEAD              ,"2,473","12,127,796",408.67,"11,217,102",377.99,"95,100","780,508","35,084","2,317","8,457,311",304.18,0.965,,,,,,
04290,ARKANSAS                 ,HOT SPRING             ,"4,334","17,894,036",344.06,"16,971,149",326.32,"71,253","820,914","30,717","4,118","16,691,025",337.77,0.973,,,,,,
04300,ARKANSAS                 ,HOWARD                 ,"2,048","7,985,829",324.94,"7,439,011",302.69,"75,480","441,443","29,893","1,922","7,625,578",330.63,0.936,,,,,,
04310,ARKANSAS                 ,INDEPENDENCE           ,"5,461","25,134,542",383.55,"22,321,071",340.61,"121,440","2,642,100","49,929","5,187","24,267,762",389.88,1.007,,,,,,
04320,ARKANSAS                 ,IZARD                  ,"2,409","9,401,794",325.23,"8,731,592",302.05,"49,348","598,144","22,708","2,288","10,010,127",364.59,0.908,,,,,,
04330,ARKANSAS                 ,JACKSON                ,"2,637","14,302,343",451.98,"13,050,131",412.40,"98,408","1,107,405","46,398","2,524","11,072,865",365.59,1.063,,,,,,
04340,ARKANSAS                 ,JEFFERSON              ,"8,808","32,112,283",303.82,"28,154,916",266.38,"677,819","2,777,413","502,134","8,073","32,147,309",331.84,0.951,,,,,,
04350,ARKANSAS                 ,JOHNSON                ,"2,780","10,127,036",303.57,"9,296,858",278.68,"55,244","757,623","17,309","2,563","8,291,512",269.59,0.881,,,,,,
04360,ARKANSAS                 ,LAFAYETTE              ,"1,080","4,544,925",350.69,"4,185,881",322.98,"32,571","310,238","16,233","1,035","4,093,896",329.62,1.019,,,,,,
04370,ARKANSAS                 ,LAWRENCE               ,"3,029","12,451,533",342.56,"11,288,320",310.56,"148,225","962,797","52,190","2,894","12,051,759",347.03,0.909,,,,,,
04380,ARKANSAS                 ,LEE                    ,"1,056","4,983,398",393.26,"4,402,248",347.40,"94,374","453,305","33,470",996,"3,996,177",334.35,0.966,,,,,,
04390,ARKANSAS                 ,LINCOLN                ,"1,358","5,743,045",352.42,"5,140,268",315.43,"85,096","448,678","69,002","1,270","5,846,108",383.60,0.997,,,,,,
04400,ARKANSAS                 ,LITTLE RIVER           ,"1,988","9,047,023",379.23,"8,273,175",346.80,"111,943","619,281","42,623","1,861","8,461,804",378.91,0.994,,,,,,
04410,ARKANSAS                 ,LOGAN                  ,"3,082","11,459,153",309.84,"10,754,058",290.78,"82,769","600,891","21,432","2,908","10,393,671",297.85,0.865,,,,,,
04420,ARKANSAS                 ,LONOKE                 ,"7,040","28,626,514",338.86,"26,639,084",315.33,"252,416","1,622,430","112,584","6,547","26,144,660",332.78,0.940,,,,,,
04430,ARKANSAS                 ,MADISON                ,"2,288","7,596,973",276.70,"7,109,040",258.92,"88,981","364,374","34,578","2,024","7,039,769",289.85,0.862,,,,,,
04440,ARKANSAS                 ,MARION                 ,"2,698","8,292,395",256.13,"7,848,142",242.41,"63,150","363,769","17,333","2,547","9,317,101",304.84,0.904,,,,,,
04450,ARKANSAS                 ,MILLER                 ,"5,184","23,353,216",375.41,"21,096,905",339.13,"240,662","1,910,089","105,559","4,845","18,724,887",322.07,0.990,,,,,,
04460,ARKANSAS                 ,MISSISSIPPI            ,"4,719","21,071,637",372.11,"18,653,294",329.40,"268,932","2,060,329","89,081","4,451","17,638,629",330.24,0.980,,,,,,
04470,ARKANSAS                 ,MONROE                 ,"1,294","4,987,789",321.21,"4,513,257",290.65,"46,203","413,565","14,763","1,234","5,496,220",371.17,0.960,,,,,,
04480,ARKANSAS                 ,MONTGOMERY             ,"1,570","5,379,830",285.55,"5,049,542",268.02,"23,689","300,432","6,165","1,473","5,058,803",286.20,0.889,,,,,,
04490,ARKANSAS                 ,NEVADA                 ,"1,277","5,368,877",350.36,"5,024,365",327.88,"27,108","306,321","11,080","1,216","4,286,412",293.75,0.977,,,,,,
04500,ARKANSAS                 ,NEWTON                 ,"1,187","3,404,909",239.04,"3,103,754",217.90,"25,855","266,638","8,661","1,113","3,631,294",271.88,0.848,,,,,,
04510,ARKANSAS                 ,OUACHITA               ,"3,600","14,875,760",344.35,"13,879,092",321.28,"92,864","862,511","41,292","3,400","13,432,675",329.23,0.947,,,,,,
04520,ARKANSAS                 ,PERRY                  ,"1,552","5,284,580",283.75,"4,875,620",261.79,"50,279","333,845","24,835","1,438","5,230,367",303.10,0.948,,,,,,
04530,ARKANSAS                 ,PHILLIPS               ,"2,518","9,848,137",325.92,"8,776,858",290.47,"136,924","897,510","36,844","2,355","8,474,151",299.86,0.952,,,,,,
04540,ARKANSAS                 ,PIKE                   ,"1,703","6,529,424",319.51,"6,121,291",299.53,"39,147","355,905","13,080","1,628","6,123,184",313.43,0.899,,,,,,
04550,ARKANSAS                 ,POINSETT               ,"3,385","15,616,401",384.45,"14,279,767",351.55,"147,218","1,126,690","62,725","3,232","15,105,047",389.47,1.049,,,,,,
04560,ARKANSAS                 ,POLK                   ,"3,708","13,104,853",294.52,"12,325,362",277.00,"74,776","672,749","31,963","3,468","13,103,509",314.87,0.903,,,,,,
04570,ARKANSAS                 ,POPE                   ,"7,055","26,698,780",315.36,"24,467,562",289.01,"142,723","2,032,975","55,519","6,693","24,848,515",309.38,0.909,,,,,,
04580,ARKANSAS                 ,PRAIRIE                ,"1,402","6,688,774",397.57,"6,115,652",363.51,"60,560","489,974","22,586","1,342","5,605,353",348.07,0.982,,,,,,
04590,ARKANSAS                 ,PULASKI                ,"46,218","180,261,281",325.02,"163,823,324",295.38,"2,534,702","12,522,545","1,380,708","41,403","166,528,834",335.18,0.954,,,,,,
04600,ARKANSAS                 ,RANDOLPH               ,"2,414","9,703,609",334.98,"8,909,820",307.57,"89,481","667,162","37,145","2,306","9,884,299",357.19,0.874,,,,,,
04610,ARKANSAS                 ,ST. FRANCIS            ,"3,078","12,179,069",329.73,"10,732,558",290.57,"261,169","1,113,446","71,895","2,893","11,328,516",326.32,0.912,,,,,,
04620,ARKANSAS                 ,SALINE                 ,"7,330","30,496,752",346.71,"28,296,835",321.70,"218,744","1,878,686","102,486","6,926","30,397,441",365.74,0.953,,,,,,
04630,ARKANSAS                 ,SCOTT                  ,"1,499","6,099,551",339.09,"5,716,547",317.80,"34,060","341,547","7,396","1,414","5,295,837",312.11,0.914,,,,,,
04640,ARKANSAS                 ,SEARCY                 ,"1,516","4,814,626",264.66,"4,396,991",241.70,"73,933","318,648","25,053","1,428","5,349,345",312.17,0.925,,,,,,
04650,ARKANSAS                 ,SEBASTIAN              ,"12,441","48,312,014",323.61,"44,636,750",298.99,"399,592","3,227,931","47,737","11,431","43,109,373",314.27,0.937,,,,,,
04660,ARKANSAS                 ,SEVIER                 ,"1,927","8,972,742",388.03,"8,374,857",362.17,"64,385","503,673","29,825","1,822","8,081,398",369.62,1.015,,,,,,
04670,ARKANSAS                 ,SHARP                  ,"3,614","14,999,113",345.86,"13,513,379",311.60,"98,700","1,355,903","31,130","3,457","15,698,261",378.42,0.957,,,,,,
04680,ARKANSAS                 ,STONE                  ,"2,293","9,452,323",343.52,"8,957,114",325.52,"59,868","419,404","15,935","2,163","9,412,362",362.63,0.964,,,,,,
04690,ARKANSAS                 ,UNION                  ,"6,221","25,426,835",340.60,"23,239,379",311.30,"485,653","1,475,156","226,646","5,897","22,992,364",324.92,0.913,,,,,,
04700,ARKANSAS                 ,VAN BUREN              ,"3,036","8,774,478",240.85,"8,111,856",222.66,"93,575","529,740","39,304","2,874","12,302,112",356.71,0.895,,,,,,
04710,ARKANSAS                 ,WASHINGTON             ,"18,223","65,028,342",297.37,"60,681,545",277.50,"956,638","3,014,692","375,466","16,233","59,145,598",303.63,0.891,,,,,,
04720,ARKANSAS                 ,WHITE                  ,"10,516","48,115,114",381.28,"43,911,343",347.97,"247,849","3,861,539","94,380","9,856","38,535,648",325.82,0.969,,,,,,
04730,ARKANSAS                 ,WOODRUFF               ,"1,191","4,917,172",344.05,"4,443,800",310.93,"31,327","428,269","13,775","1,130","5,212,092",384.37,1.059,,,,,,
04740,ARKANSAS                 ,YELL                   ,"2,920","14,552,918",415.32,"13,499,997",385.27,"108,207","903,829","40,884","2,761","10,667,858",321.98,0.984,,,,,,
05000,CALIFORNIA               ,ALAMEDA                ,"88,274","442,498,509",417.73,"386,547,600",364.91,"6,659,861","46,615,625","2,675,419","78,891","337,907,282",356.93,0.981,,,,,,
05010,CALIFORNIA               ,ALPINE                 ,143,"455,948",265.70,"430,812",251.06,"7,014","14,772","3,348",136,"532,272",326.15,0.852,,,,,,
05020,CALIFORNIA               ,AMADOR                 ,"6,446","26,816,721",346.68,"24,114,930",311.76,"324,982","2,297,404","79,404","6,058","23,617,440",324.88,0.877,,,,,,
05030,CALIFORNIA               ,BUTTE                  ,"33,696","162,392,308",401.61,"145,677,659",360.27,"2,021,630","14,346,056","346,961","32,412","134,779,852",346.53,0.999,,,,,,
05040,CALIFORNIA               ,CALAVERAS              ,"8,090","35,918,225",369.99,"32,461,936",334.38,"755,539","2,551,726","149,022","7,591","29,546,398",324.36,0.850,,,,,,
05050,CALIFORNIA               ,COLUSA                 ,"2,428","11,175,844",383.58,"9,881,390",339.15,"325,995","895,212","73,246","2,288","9,262,622",337.36,0.895,,,,,,
05060,CALIFORNIA               ,CONTRA COSTA           ,"71,023","330,963,575",388.33,"305,835,865",358.85,"3,725,820","20,012,659","1,389,232","61,354","277,865,933",377.41,0.944,,,,,,
05070,CALIFORNIA               ,DEL NORTE              ,"3,652","13,843,035",315.88,"12,666,989",289.04,"109,314","1,039,890","26,842","3,541","14,002,210",329.53,1.002,,,,,,
05080,CALIFORNIA               ,EL DORADO              ,"18,993","79,590,833",349.21,"71,777,594",314.93,"1,469,457","6,036,272","307,508","17,045","70,633,671",345.33,0.897,,,,,,
05090,CALIFORNIA               ,FRESNO                 ,"65,832","267,269,045",338.32,"226,400,184",286.59,"5,804,614","33,794,303","1,269,941","62,660","283,988,047",377.68,0.986,,,,,,
05100,CALIFORNIA               ,GLENN                  ,"3,771","14,885,518",328.95,"13,665,241",301.98,"207,382","981,363","31,530","3,630","14,450,498",331.74,0.912,,,,,,
05110,CALIFORNIA               ,HUMBOLDT               ,"17,563","68,968,133",327.24,"61,815,683",293.30,"1,214,238","5,749,820","188,391","16,664","62,768,425",313.89,0.899,,,,,,
05120,CALIFORNIA               ,IMPERIAL               ,"17,710","75,917,916",357.23,"62,409,365",293.66,"1,531,852","11,670,435","306,262","16,562","74,497,841",374.84,1.066,,,,,,
05130,CALIFORNIA               ,INYO                   ,"2,590","13,189,744",424.38,"12,543,733",403.60,"150,551","456,104","39,355","2,491","12,434,919",415.99,0.848,,,,,,
05140,CALIFORNIA               ,KERN                   ,"46,484","214,778,718",385.04,"187,198,158",335.60,"2,462,533","24,383,795","734,230","43,235","210,889,123",406.48,1.028,,,,,,
05150,CALIFORNIA               ,KINGS                  ,"9,869","42,933,923",362.53,"36,101,664",304.84,"708,432","5,955,059","168,766","9,397","41,539,913",368.38,0.970,,,,,,
05160,CALIFORNIA               ,LAKE                   ,"10,592","55,760,163",438.70,"50,683,159",398.75,"756,521","4,092,087","228,394","10,003","43,360,406",361.23,0.989,,,,,,
05170,CALIFORNIA               ,LASSEN                 ,"3,358","14,433,476",358.19,"13,539,670",336.01,"140,562","704,992","48,250","3,147","12,931,804",342.44,0.862,,,,,,
05200,CALIFORNIA               ,LOS ANGELES            ,"579,249","3,443,988,661",495.47,"2,907,282,311",418.25,"70,425,724","437,160,592","29,120,033","538,686","3,015,735,140",466.53,1.150,,,,,,
05210,CALIFORNIA               ,                       ,        .,           .,      .  ,           .,      .  ,          .,          .,          .,        .,           .,      .  ,1.150,,,,,,
05300,CALIFORNIA               ,MADERA                 ,"12,332","52,273,841",353.24,"43,882,987",296.54,"1,172,480","6,968,362","250,012","11,373","48,182,127",353.04,0.974,,,,,,
05310,CALIFORNIA               ,MARIN                  ,"28,599","122,121,164",355.84,"112,814,786",328.73,"2,615,696","5,994,456","696,225","24,963","115,524,289",385.65,0.879,,,,,,
05320,CALIFORNIA               ,MARIPOSA               ,"3,203","11,624,763",302.44,"10,005,541",260.32,"312,271","1,227,562","79,388","3,002","12,862,830",357.06,0.904,,,,,,
05330,CALIFORNIA               ,MENDOCINO              ,"13,634","54,587,869",333.65,"49,586,995",303.08,"1,085,703","3,623,166","292,004","12,882","44,412,556",287.30,0.879,,,,,,
05340,CALIFORNIA               ,MERCED                 ,"21,340","96,924,938",378.49,"80,973,051",316.20,"3,054,508","11,930,663","966,716","20,392","86,969,565",355.41,1.023,,,,,,
05350,CALIFORNIA               ,MODOC                  ,"1,588","5,984,045",314.02,"5,391,029",282.90,"145,131","406,189","41,694","1,522","6,040,638",330.74,0.854,,,,,,
05360,CALIFORNIA               ,MONO                   ,"1,799","6,156,933",285.20,"5,881,646",272.45,"53,055","206,301","15,929","1,663","7,462,805",373.96,0.745,,,,,,
05370,CALIFORNIA               ,MONTEREY               ,"43,768","195,625,593",372.47,"181,659,972",345.88,"2,077,068","11,245,647","642,905","40,548","161,604,198",332.13,0.919,,,,,,
05380,CALIFORNIA               ,NAPA                   ,"13,457","69,363,025",429.53,"63,535,074",393.45,"824,348","4,800,663","202,939","11,622","57,582,565",412.88,1.005,,,,,,
05390,CALIFORNIA               ,NEVADA                 ,"15,650","56,156,426",299.02,"51,050,450",271.83,"1,027,360","3,869,007","209,608","14,771","58,823,997",331.87,0.874,,,,,,
05400,CALIFORNIA               ,ORANGE                 ,"199,144","869,717,695",363.94,"784,783,040",328.40,"11,572,999","69,724,542","3,637,111","173,406","941,074,627",452.25,1.044,,,,,,
05410,CALIFORNIA               ,PLACER                 ,"31,212","116,434,209",310.87,"105,075,429",280.54,"2,701,723","8,115,045","542,010","27,921","113,937,916",340.06,0.905,,,,,,
05420,CALIFORNIA               ,PLUMAS                 ,"3,989","14,868,832",310.62,"13,705,665",286.32,"291,738","812,461","58,966","3,778","16,002,010",352.96,0.873,,,,,,
05430,CALIFORNIA               ,RIVERSIDE              ,"116,429","538,460,347",385.40,"480,149,615",343.66,"7,510,606","48,587,651","2,212,474","105,230","506,088,389",400.78,1.032,,,,,,
05440,CALIFORNIA               ,SACRAMENTO             ,"80,904","358,410,340",369.17,"299,236,365",308.22,"14,083,878","41,190,484","3,899,611","75,401","276,418,507",305.50,0.969,,,,,,
05450,CALIFORNIA               ,SAN BENITO             ,"5,164","24,654,524",397.86,"22,207,333",358.37,"510,540","1,826,474","110,176","4,758","19,212,088",336.49,0.898,,,,,,
05460,CALIFORNIA               ,SAN BERNARDINO         ,"81,200","411,015,730",421.81,"349,661,396",358.85,"7,914,775","50,272,945","3,166,612","72,267","312,850,013",360.76,1.075,,,,,,
05470,CALIFORNIA               ,SAN DIEGO              ,"200,697","842,198,483",349.70,"746,850,490",310.11,"18,996,494","70,469,925","5,881,573","178,065","761,246,940",356.26,1.006,,,,,,
05480,CALIFORNIA               ,SAN FRANCISCO          ,"62,882","301,681,593",399.80,"243,575,591",322.79,"19,034,278","31,660,366","7,411,357","57,675","229,672,264",331.85,1.036,,,,,,
05490,CALIFORNIA               ,SAN JOAQUIN            ,"46,316","229,810,572",413.48,"202,427,428",364.21,"3,445,482","23,164,761","772,899","44,049","177,008,005",334.87,0.993,,,,,,
05500,CALIFORNIA               ,SAN LUIS OBISPO        ,"38,303","121,633,105",264.63,"112,563,550",244.90,"1,935,586","6,741,724","392,244","36,366","154,977,253",355.13,0.885,,,,,,
05510,CALIFORNIA               ,SAN MATEO              ,"55,381","200,335,073",301.45,"179,919,633",270.73,"8,760,144","9,526,349","2,128,945","46,888","202,982,503",360.76,0.880,,,,,,
05520,CALIFORNIA               ,SANTA BARBARA          ,"46,444","149,046,440",267.43,"131,563,847",236.06,"3,511,260","12,843,676","1,127,656","43,409","189,189,644",363.19,0.953,,,,,,
05530,CALIFORNIA               ,SANTA CLARA            ,"120,204","507,824,650",352.06,"440,697,192",305.52,"16,076,861","45,957,509","5,093,086","108,360","465,969,362",358.35,0.940,,,,,,
05540,CALIFORNIA               ,SANTA CRUZ             ,"29,212","125,268,527",357.35,"109,989,997",313.77,"2,393,003","12,449,856","435,669","26,830","108,491,527",336.97,0.916,,,,,,
05550,CALIFORNIA               ,SHASTA                 ,"29,659","141,830,181",398.50,"126,962,269",356.73,"2,481,501","11,851,575","534,834","28,567","124,057,921",361.89,0.948,,,,,,
05560,CALIFORNIA               ,SIERRA                 ,615,"2,423,348",328.37,"2,262,552",306.58,"18,456","136,571","5,769",574,"2,380,579",345.61,0.912,,,,,,
05570,CALIFORNIA               ,SISKIYOU               ,"8,611","27,595,438",267.06,"25,653,222",248.26,"506,812","1,330,427","104,976","8,193","30,798,883",313.26,0.839,,,,,,
05580,CALIFORNIA               ,SOLANO                 ,"26,190","108,374,062",344.83,"94,395,661",300.36,"1,366,176","12,217,034","395,189","21,415","79,089,904",307.77,0.862,,,,,,
05590,CALIFORNIA               ,SONOMA                 ,"42,569","175,336,257",343.24,"159,111,020",311.48,"3,743,034","11,260,951","1,221,250","37,674","160,129,917",354.20,0.947,,,,,,
05600,CALIFORNIA               ,STANISLAUS             ,"31,686","142,626,276",375.10,"122,179,036",321.33,"2,742,030","17,178,813","526,395","29,920","120,290,048",335.03,0.973,,,,,,
05610,CALIFORNIA               ,SUTTER                 ,"11,323","51,237,150",377.09,"46,580,715",342.82,"743,469","3,781,724","131,240","11,082","44,304,221",333.15,0.972,,,,,,
05620,CALIFORNIA               ,TEHAMA                 ,"8,764","35,446,555",337.05,"31,991,888",304.20,"486,514","2,878,083","90,068","8,385","35,369,421",351.51,0.908,,,,,,
05630,CALIFORNIA               ,TRINITY                ,"4,152","16,040,382",321.94,"14,428,829",289.60,"335,571","1,207,695","68,285","3,919","14,168,659",301.28,0.911,,,,,,
05640,CALIFORNIA               ,TULARE                 ,"36,464","148,614,466",339.64,"123,882,849",283.12,"2,182,238","22,108,748","440,629","34,668","152,765,564",367.21,0.970,,,,,,
05650,CALIFORNIA               ,TUOLUMNE               ,"10,871","43,705,671",335.03,"39,524,782",302.98,"840,121","3,174,952","165,814","10,303","47,416,678",383.52,0.955,,,,,,
05660,CALIFORNIA               ,VENTURA                ,"71,976","281,232,485",325.61,"259,047,919",299.92,"3,853,211","17,155,460","1,175,893","65,023","339,478,681",435.08,0.974,,,,,,
05670,CALIFORNIA               ,YOLO                   ,"10,936","36,857,616",280.86,"31,190,879",237.68,"1,379,385","3,924,910","362,440","9,473","33,866,329",297.92,0.917,,,,,,
05680,CALIFORNIA               ,YUBA                   ,"6,871","33,895,980",411.10,"30,836,845",374.00,"413,631","2,563,319","82,182","6,603","26,628,482",336.07,0.986,,,,,,
06000,COLORADO                 ,ADAMS                  ,"16,804","66,040,036",327.50,"58,602,441",290.62,"2,558,571","4,060,541","818,482","14,213","59,496,873",348.84,0.972,,,,,,
06010,COLORADO                 ,ALAMOSA                ,"1,455","4,839,479",277.18,"4,544,995",260.31,"35,494","244,850","14,139","1,360","4,748,845",290.98,0.880,,,,,,
06020,COLORADO                 ,ARAPAHOE               ,"37,902","133,451,998",293.41,"123,652,149",271.87,"3,996,280","4,587,016","1,216,552","32,477","148,351,801",380.66,0.953,,,,,,
06030,COLORADO                 ,ARCHULETA              ,"1,966","3,839,417",162.74,"3,612,501",153.12,"52,067","157,916","16,932","1,853","7,400,870",332.83,0.757,,,,,,
06040,COLORADO                 ,BACA                   ,871,"3,662,459",350.41,"3,483,119",333.25,"35,804","122,589","20,947",834,"4,074,943",407.17,0.936,,,,,,
06050,COLORADO                 ,BENT                   ,671,"2,863,937",355.68,"2,653,660",329.57,"28,493","172,313","9,471",587,"2,380,233",337.91,0.997,,,,,,
06060,COLORADO                 ,BOULDER                ,"23,456","68,402,246",243.02,"64,988,207",230.89,"790,445","2,402,039","221,553","20,681","84,688,605",341.25,0.862,,,,,,
06070,COLORADO                 ,CHAFFEE                ,"3,117","11,101,163",296.79,"10,774,705",288.06,"75,260","232,739","18,458","2,957","11,222,976",316.28,0.818,,,,,,
06080,COLORADO                 ,CHEYENNE               ,251,"1,181,714",392.34,"1,130,353",375.28,"9,980","34,858","6,522",235,"1,338,059",474.49,0.965,,,,,,
06090,COLORADO                 ,CLEAR CREEK            ,492,"1,382,907",234.23,"1,318,961",223.40,"9,642","49,841","4,463",408,"1,449,347",296.03,0.835,,,,,,
06100,COLORADO                 ,CONEJOS                ,803,"3,239,050",336.14,"3,029,119",314.35,"24,947","177,029","7,955",784,"2,838,338",301.69,0.927,,,,,,
06110,COLORADO                 ,COSTILLA               ,564,"1,936,623",286.14,"1,832,552",270.77,"5,217","95,024","3,828",536,"1,714,088",266.49,0.809,,,,,,
06120,COLORADO                 ,CROWLEY                ,471,"1,420,564",251.34,"1,313,572",232.41,"11,490","89,459","6,042",443,"1,641,631",308.81,0.953,,,,,,
06130,COLORADO                 ,CUSTER                 ,821,"2,239,600",227.32,"2,040,469",207.11,"27,428","156,548","15,154",758,"2,546,643",279.97,0.713,,,,,,
06140,COLORADO                 ,DELTA                  ,"4,817","12,622,899",218.37,"11,772,134",203.66,"166,769","630,001","53,994","4,460","16,002,659",299.00,0.777,,,,,,
