"AGED -- 2011 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) , FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE, BENEFICIARIES ENROLLED IN PARTS A AND/OR B , PUERTO RICO BENEFICIARIES ENROLLED IN BOTH PARTS A AND B ONLY, REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,AGED & DBLD MEAN RISK SCORES,,,,
41020,RHODE ISLAND,NEWPORT,"10,895","47,562,024",363.79,"43,432,518",332.21,"1,566,678","2,069,562","493,264","9,630","40,769,077",352.80,1.002,,,,
41030,RHODE ISLAND,PROVIDENCE,"45,683","240,755,927",439.18,"202,171,253",368.79,"18,153,350","10,128,957","10,302,366","39,878","176,678,303",369.21,1.055,,,,
41050,RHODE ISLAND,WASHINGTON,"13,349","49,004,822",305.92,"43,951,177",274.37,"2,620,076","1,621,791","811,778","11,471","53,165,295",386.23,0.989,,,,
42000,SOUTH CAROLINA,ABBEVILLE,"2,560","11,444,168",372.53,"10,565,054",343.91,"206,938","569,645","102,529","2,471","10,512,833",354.54,0.899,,,,
42010,SOUTH CAROLINA,AIKEN,"20,816","77,793,364",311.43,"67,168,810",268.90,"2,235,118","7,604,601","784,833","19,839","76,048,899",319.44,0.910,,,,
42020,SOUTH CAROLINA,ALLENDALE,971,"3,734,666",320.52,"3,177,730",272.72,"151,003","343,890","62,041",943,"3,833,608",338.78,0.946,,,,
42030,SOUTH CAROLINA,ANDERSON,"21,321","91,331,473",356.97,"83,810,458",327.57,"1,929,130","4,503,055","1,088,829","20,488","80,950,342",329.26,0.928,,,,
42040,SOUTH CAROLINA,BAMBERG,"1,833","8,762,060",398.35,"7,612,794",346.10,"190,579","896,505","62,179","1,747","7,352,803",350.73,0.971,,,,
42050,SOUTH CAROLINA,BARNWELL,"2,623","12,945,110",411.27,"11,392,092",361.93,"275,277","1,160,776","116,964","2,517","10,289,686",340.67,0.932,,,,
42060,SOUTH CAROLINA,BEAUFORT,"28,277","89,664,199",264.24,"81,113,373",239.04,"2,340,681","5,637,842","572,302","27,039","120,691,943",371.97,0.837,,,,
42070,SOUTH CAROLINA,BERKELEY,"12,618","47,623,451",314.52,"42,918,415",283.45,"1,293,536","2,998,937","412,561","11,892","54,692,895",383.26,0.949,,,,
42080,SOUTH CAROLINA,CALHOUN,"1,303","5,526,698",353.46,"4,711,122",301.30,"74,623","713,322","27,630","1,230","4,823,067",326.77,0.974,,,,
42090,SOUTH CAROLINA,CHARLESTON,"42,442","154,183,471",302.73,"138,458,138",271.86,"5,208,332","9,041,939","1,475,061","39,390","174,042,779",368.20,0.951,,,,
42100,SOUTH CAROLINA,CHEROKEE,"5,370","21,156,123",328.31,"19,254,876",298.80,"409,596","1,337,387","154,263","5,199","18,283,527",293.06,0.946,,,,
42110,SOUTH CAROLINA,CHESTER,"4,137","17,808,739",358.73,"16,105,194",324.41,"234,239","1,388,427","80,878","3,996","15,283,536",318.73,0.969,,,,
42120,SOUTH CAROLINA,CHESTERFIELD,"5,182","23,818,804",383.04,"20,989,627",337.54,"297,911","2,431,128","100,137","5,014","19,069,741",316.94,0.951,,,,
42130,SOUTH CAROLINA,CLARENDON,"4,482","16,542,225",307.57,"14,311,450",266.09,"400,542","1,695,287","134,945","4,321","17,006,076",327.97,0.953,,,,
42140,SOUTH CAROLINA,COLLETON,"4,516","16,396,058",302.55,"14,703,288",271.32,"375,600","1,221,762","95,407","4,279","18,062,241",351.76,0.952,,,,
42150,SOUTH CAROLINA,DARLINGTON,"8,160","36,168,074",369.36,"31,266,178",319.30,"390,777","4,347,319","163,798","7,970","30,885,725",322.94,0.959,,,,
42160,SOUTH CAROLINA,DILLON,"3,440","15,857,085",384.13,"14,107,157",341.74,"177,257","1,513,531","59,139","3,379","12,239,548",301.85,1.011,,,,
42170,SOUTH CAROLINA,DORCHESTER,"12,060","45,114,798",311.74,"40,213,243",277.87,"1,308,597","3,174,008","418,949","11,361","48,509,913",355.82,0.925,,,,
42180,SOUTH CAROLINA,EDGEFIELD,"1,849","6,873,303",309.78,"6,220,676",280.36,"138,700","458,977","54,950","1,762","6,792,679",321.26,0.910,,,,
42190,SOUTH CAROLINA,FAIRFIELD,"2,531","10,102,713",332.63,"8,890,829",292.73,"236,600","817,182","158,101","2,391","9,286,118",323.65,0.997,,,,
42200,SOUTH CAROLINA,FLORENCE,"18,165","79,133,447",363.03,"68,975,200",316.43,"873,894","8,924,332","360,019","17,521","66,375,351",315.69,0.950,,,,
42210,SOUTH CAROLINA,GEORGETOWN,"11,861","48,307,089",339.40,"43,474,782",305.45,"1,338,664","3,213,005","280,637","11,526","50,353,372",364.06,0.929,,,,
42220,SOUTH CAROLINA,GREENVILLE,"45,550","164,043,259",300.12,"147,913,237",270.61,"3,797,498","10,035,272","2,297,251","42,511","169,768,931",332.79,0.940,,,,
42230,SOUTH CAROLINA,GREENWOOD,"9,245","44,831,919",404.11,"40,599,737",365.96,"808,766","2,939,478","483,938","8,888","34,359,695",322.15,0.939,,,,
42240,SOUTH CAROLINA,HAMPTON,"2,717","10,862,472",333.16,"9,565,247",293.38,"330,320","889,376","77,527","2,643","11,159,575",351.86,0.948,,,,
42250,SOUTH CAROLINA,HORRY,"41,002","135,574,683",275.54,"124,939,528",253.93,"2,306,666","7,771,772","556,716","39,389","169,845,725",359.33,0.909,,,,
42260,SOUTH CAROLINA,JASPER,"1,880","7,764,797",344.18,"7,144,381",316.68,"135,022","444,025","41,368","1,782","7,350,945",343.76,0.939,,,,
42270,SOUTH CAROLINA,KERSHAW,"8,189","35,272,412",358.94,"32,210,963",327.79,"458,694","2,363,622","239,132","7,808","31,258,607",333.62,0.939,,,,
42280,SOUTH CAROLINA,LANCASTER,"7,872","31,769,407",336.31,"28,040,268",296.84,"435,754","3,140,825","152,558","7,666","32,931,093",357.98,0.948,,,,
42290,SOUTH CAROLINA,LAURENS,"6,800","32,590,394",399.39,"29,691,721",363.87,"549,833","2,082,690","266,149","6,518","26,111,611",333.84,0.929,,,,
42300,SOUTH CAROLINA,LEE,"2,066","8,940,042",360.60,"7,911,602",319.12,"82,126","912,602","33,710","2,022","7,906,373",325.85,1.001,,,,
42310,SOUTH CAROLINA,LEXINGTON,"26,961","85,004,570",262.74,"77,185,237",238.57,"1,307,936","5,793,205","718,191","25,254","103,834,006",342.63,0.878,,,,
42320,SOUTH CAROLINA,MCCORMICK,"1,938","8,130,867",349.62,"7,183,821",308.90,"221,846","626,187","99,011","1,876","7,824,631",347.58,0.843,,,,
42330,SOUTH CAROLINA,MARION,"4,557","17,642,597",322.63,"15,563,991",284.62,"201,855","1,809,091","67,658","4,427","16,365,449",308.06,0.928,,,,
42340,SOUTH CAROLINA,MARLBORO,"3,440","13,818,238",334.74,"12,362,904",299.49,"126,602","1,290,184","38,546","3,317","11,845,057",297.58,0.931,,,,
42350,SOUTH CAROLINA,NEWBERRY,"4,988","20,059,285",335.13,"18,266,005",305.17,"293,562","1,367,089","132,628","4,778","18,766,627",327.31,0.914,,,,
42360,SOUTH CAROLINA,OCONEE,"12,000","45,478,698",315.82,"41,864,780",290.73,"939,625","2,290,098","384,193","11,592","46,372,660",333.37,0.963,,,,
42370,SOUTH CAROLINA,ORANGEBURG,"10,896","48,612,691",371.79,"41,567,176",317.91,"901,280","5,858,386","285,847","10,403","39,713,861",318.13,0.973,,,,
42380,SOUTH CAROLINA,PICKENS,"13,254","52,442,939",329.73,"47,895,844",301.14,"835,563","3,249,060","462,470","12,556","50,914,880",337.92,0.954,,,,
42390,SOUTH CAROLINA,RICHLAND,"33,011","125,583,916",317.03,"110,959,651",280.11,"2,904,888","9,884,406","1,834,969","30,727","120,951,001",328.03,0.920,,,,
42400,SOUTH CAROLINA,SALUDA,"1,745","6,709,525",320.42,"6,017,551",287.37,"130,837","502,812","58,324","1,670","5,954,304",297.12,0.919,,,,
42410,SOUTH CAROLINA,SPARTANBURG,"29,567","116,119,403",327.28,"105,028,170",296.02,"2,982,126","6,752,261","1,356,844","28,017","104,198,876",309.93,0.964,,,,
42420,SOUTH CAROLINA,SUMTER,"12,186","49,427,436",338.01,"43,337,749",296.36,"729,790","5,144,093","215,802","11,786","51,532,999",364.37,0.997,,,,
42430,SOUTH CAROLINA,UNION,"3,629","19,491,433",447.59,"17,976,147",412.79,"356,523","1,023,058","135,704","3,518","13,640,333",323.11,0.963,,,,
42440,SOUTH CAROLINA,WILLIAMSBURG,"3,876","17,957,320",386.08,"16,074,708",345.60,"334,290","1,457,805","90,515","3,780","14,489,234",319.43,0.924,,,,
42450,SOUTH CAROLINA,YORK,"26,125","94,828,536",302.48,"84,966,549",271.03,"1,338,023","8,134,298","389,664","24,608","96,805,531",327.83,0.923,,,,
43010,SOUTH DAKOTA,AURORA,479,"2,211,520",384.75,"2,084,197",362.60,"27,501","92,993","6,827",465,"1,865,387",334.30,0.879,,,,
43020,SOUTH DAKOTA,BEADLE,"2,838","10,358,706",304.17,"9,940,815",291.90,"86,570","299,789","31,530","2,712","8,834,524",271.46,0.932,,,,
43030,SOUTH DAKOTA,BENNETT,359,"1,193,076",276.94,"1,110,801",257.85,"18,337","57,379","6,558",328,"1,237,312",314.36,0.856,,,,
43040,SOUTH DAKOTA,BON HOMME,"1,237","5,486,797",369.63,"5,240,185",353.02,"24,358","210,671","11,581","1,182","4,614,762",325.35,0.879,,,,
43050,SOUTH DAKOTA,BROOKINGS,"2,757","8,503,219",257.02,"8,051,750",243.37,"107,691","297,736","46,041","2,560","9,113,714",296.67,0.911,,,,
43060,SOUTH DAKOTA,BROWN,"5,643","24,032,379",354.90,"23,505,211",347.11,"174,763","303,403","49,001","5,326","22,912,606",358.50,0.965,,,,
43070,SOUTH DAKOTA,BRULE,818,"3,685,370",375.45,"3,507,962",357.37,"28,928","136,933","11,545",765,"3,062,057",333.56,0.936,,,,
43080,SOUTH DAKOTA,BUFFALO,106,"461,580",362.88,"434,639",341.70,"3,919","21,667","1,354",83,"423,037",424.74,1.032,,,,
43090,SOUTH DAKOTA,BUTTE,"1,306","3,952,533",252.20,"3,645,797",232.63,"74,396","214,818","17,520","1,192","3,761,734",262.98,0.845,,,,
43100,SOUTH DAKOTA,CAMPBELL,509,"1,814,408",297.05,"1,752,442",286.91,"15,097","41,157","5,710",493,"1,946,412",329.01,0.839,,,,
43110,SOUTH DAKOTA,CHARLES MIX,"1,498","7,173,714",399.07,"6,867,782",382.05,"42,741","238,597","24,593","1,429","6,352,972",370.48,0.902,,,,
43120,SOUTH DAKOTA,CLARK,671,"2,946,288",365.91,"2,835,289",352.12,"18,633","84,497","7,869",649,"2,223,299",285.48,0.957,,,,
43130,SOUTH DAKOTA,CLAY,"1,252","4,933,364",328.37,"4,698,751",312.75,"52,364","163,769","18,479","1,172","4,679,543",332.73,0.946,,,,
43140,SOUTH DAKOTA,CODINGTON,"3,327","10,868,256",272.22,"10,399,998",260.49,"81,114","361,434","25,709","3,121","12,826,470",342.48,0.972,,,,
43150,SOUTH DAKOTA,CORSON,658,"3,191,578",404.20,"3,057,676",387.24,"62,138","59,562","12,200",596,"2,591,536",362.35,0.905,,,,
43160,SOUTH DAKOTA,CUSTER,"1,474","3,865,737",218.55,"3,556,365",201.06,"69,585","218,078","21,707","1,357","4,434,274",272.31,0.765,,,,
43170,SOUTH DAKOTA,DAVISON,"3,034","11,461,178",314.80,"10,822,069",297.24,"81,529","524,826","32,752","2,905","10,514,881",301.63,0.952,,,,
43180,SOUTH DAKOTA,DAY,"1,137","4,645,183",340.46,"4,503,009",330.04,"40,717","90,402","11,053","1,094","4,813,940",366.69,0.861,,,,
43190,SOUTH DAKOTA,DEUEL,696,"3,017,591",361.30,"2,919,484",349.56,"14,259","77,057","6,790",651,"2,960,641",378.99,0.928,,,,
43200,SOUTH DAKOTA,DEWEY,551,"2,263,806",342.38,"2,146,058",324.57,"18,504","92,693","6,549",467,"1,833,442",327.17,0.903,,,,
43210,SOUTH DAKOTA,DOUGLAS,662,"2,900,117",365.07,"2,791,241",351.36,"23,546","78,980","6,348",628,"2,524,337",334.97,0.871,,,,
43220,SOUTH DAKOTA,EDMUNDS,790,"4,416,372",465.86,"4,307,801",454.41,"42,607","54,376","11,587",760,"3,355,956",367.98,0.947,,,,
43230,SOUTH DAKOTA,FALL RIVER,"1,616","6,788,309",350.06,"6,421,814",331.16,"95,802","245,720","24,971","1,420","5,273,621",309.48,0.831,,,,
43240,SOUTH DAKOTA,FAULK,507,"4,669,425",767.49,"4,602,836",756.55,"19,027","41,330","6,230",491,"3,098,736",525.92,1.144,,,,
43250,SOUTH DAKOTA,GRANT,"1,296","5,402,041",347.35,"5,198,837",334.29,"44,125","144,023","15,055","1,249","5,106,454",340.70,0.914,,,,
43260,SOUTH DAKOTA,GREGORY,962,"4,282,075",370.94,"4,121,171",357.00,"29,188","117,177","14,537",915,"3,738,824",340.51,0.932,,,,
43270,SOUTH DAKOTA,HAAKON,379,"1,469,472",323.10,"1,387,853",305.16,"15,837","62,021","3,760",366,"1,566,147",356.59,0.796,,,,
43280,SOUTH DAKOTA,HAMLIN,779,"2,450,955",262.19,"2,336,184",249.91,"23,817","81,795","9,156",741,"2,641,424",297.06,0.889,,,,
43290,SOUTH DAKOTA,HAND,657,"2,183,214",276.92,"2,119,107",268.79,"9,696","47,942","6,468",636,"2,459,047",322.20,0.946,,,,
43300,SOUTH DAKOTA,HANSON,"1,051","3,133,992",248.49,"2,843,705",225.48,"45,577","225,188","19,520","1,013","3,514,860",289.15,0.720,,,,
43310,SOUTH DAKOTA,HARDING,161,"457,792",236.95,"435,501",225.41,"3,002","18,063","1,225",144,"609,550",352.75,0.860,,,,
43320,SOUTH DAKOTA,HUGHES,"2,106","6,682,793",264.43,"6,176,980",244.42,"54,077","432,957","18,778","1,953","6,986,118",298.09,0.858,,,,
43330,SOUTH DAKOTA,HUTCHINSON,"1,552","6,077,962",326.35,"5,770,424",309.84,"47,295","236,240","24,002","1,502","5,824,562",323.16,0.847,,,,
43340,SOUTH DAKOTA,HYDE,272,"849,333",260.21,"812,395",248.90,"2,593","32,328","2,014",262,"861,936",274.15,0.806,,,,
43350,SOUTH DAKOTA,JACKSON,222,"518,569",194.66,"481,634",180.79,"5,975","28,466","2,491",206,"575,009",232.61,0.848,,,,
43360,SOUTH DAKOTA,JERAULD,465,"1,908,725",342.07,"1,840,084",329.76,"17,212","45,415","6,013",445,"2,313,251",433.19,0.919,,,,
43370,SOUTH DAKOTA,JONES,191,"795,060",346.88,"719,593",313.96,"8,773","63,666","3,026",181,"622,926",286.80,0.783,,,,
43380,SOUTH DAKOTA,KINGSBURY,"1,136","4,648,709",341.01,"4,412,082",323.66,"45,894","172,180","18,552","1,084","4,355,292",334.82,0.919,,,,
43390,SOUTH DAKOTA,LAKE,"2,117","5,799,242",228.28,"5,421,408",213.41,"65,475","281,055","31,302","1,990","6,873,194",287.82,0.822,,,,
43400,SOUTH DAKOTA,LAWRENCE,"3,266","9,897,271",252.53,"9,239,487",235.75,"131,532","491,867","34,383","3,042","10,507,439",287.84,0.830,,,,
43410,SOUTH DAKOTA,LINCOLN,"1,653","6,700,267",337.78,"6,207,646",312.95,"90,980","358,518","43,121","1,502","5,750,311",319.04,0.853,,,,
43420,SOUTH DAKOTA,LYMAN,500,"1,732,345",288.72,"1,606,805",267.80,"26,474","89,179","9,886",455,"1,760,379",322.41,0.850,,,,
43430,SOUTH DAKOTA,MCCOOK,825,"3,346,101",337.99,"3,108,381",313.98,"37,713","175,196","24,810",789,"2,821,689",298.02,0.891,,,,
43440,SOUTH DAKOTA,MCPHERSON,433,"1,407,168",270.82,"1,374,632",264.56,"4,857","24,878","2,799",414,"1,458,554",293.59,0.880,,,,
43450,SOUTH DAKOTA,MARSHALL,816,"3,030,054",309.44,"2,949,682",301.23,"25,545","46,239","8,586",777,"2,950,788",316.47,0.895,,,,
43460,SOUTH DAKOTA,MEADE,"2,688","9,473,104",293.69,"8,794,065",272.63,"139,452","493,143","46,443","2,426","7,973,415",273.89,0.808,,,,
43470,SOUTH DAKOTA,MELLETTE,249,"957,769",320.54,"886,106",296.55,"9,346","59,064","3,252",230,"858,684",311.12,1.049,,,,
43480,SOUTH DAKOTA,MINER,451,"1,941,725",358.78,"1,858,943",343.49,"11,270","65,222","6,287",425,"1,766,363",346.35,1.009,,,,
43490,SOUTH DAKOTA,MINNEHAHA,"20,863","75,514,075",301.63,"68,383,097",273.14,"1,492,634","4,937,026","701,316","19,213","73,744,870",319.86,0.887,,,,
43500,SOUTH DAKOTA,MOODY,771,"2,584,694",279.37,"2,426,823",262.30,"33,902","107,463","16,505",709,"2,920,377",343.25,0.812,,,,
43510,SOUTH DAKOTA,PENNINGTON,"12,613","48,642,020",321.37,"44,278,256",292.54,"856,501","3,181,841","325,421","11,698","41,246,330",293.83,0.871,,,,
43520,SOUTH DAKOTA,PERKINS,656,"2,501,329",317.75,"2,420,128",307.43,"21,489","54,507","5,205",624,"2,556,787",341.45,0.872,,,,
43530,SOUTH DAKOTA,POTTER,591,"2,388,366",336.77,"2,321,546",327.35,"10,278","52,597","3,944",561,"2,351,580",349.31,0.871,,,,
43540,SOUTH DAKOTA,ROBERTS,"1,512","4,954,775",273.08,"4,717,818",260.02,"60,998","158,371","17,586","1,377","5,002,084",302.72,0.933,,,,
43550,SOUTH DAKOTA,SANBORN,458,"1,695,175",308.44,"1,622,435",295.20,"6,555","62,872","3,311",436,"1,455,812",278.25,0.944,,,,
43560,SOUTH DAKOTA,SHANNON,750,"4,873,399",541.49,"4,430,520",492.28,"68,264","350,635","23,978",576,"2,980,257",431.17,1.064,,,,
43570,SOUTH DAKOTA,SPINK,"1,273","6,535,778",427.85,"6,387,623",418.15,"44,102","85,673","18,379","1,237","5,866,170",395.19,0.966,,,,
43580,SOUTH DAKOTA,STANLEY,413,"943,738",190.42,"864,676",174.47,"8,807","66,861","3,392",368,"1,468,183",332.47,0.837,,,,
43590,SOUTH DAKOTA,SULLY,186,"618,990",277.33,"575,420",257.80,"5,004","36,215","2,349",183,"637,156",290.14,0.771,,,,
43600,SOUTH DAKOTA,TODD,520,"2,965,773",475.28,"2,711,023",434.46,"33,657","206,103","14,989",414,"1,986,484",399.86,1.115,,,,
43610,SOUTH DAKOTA,TRIPP,"1,082","4,288,804",330.31,"4,112,457",316.73,"25,089","140,039","11,217","1,052","3,576,882",283.34,0.850,,,,
43620,SOUTH DAKOTA,TURNER,"1,432","5,501,839",320.17,"5,078,665",295.55,"92,174","295,392","35,606","1,357","5,772,205",354.47,0.923,,,,
43630,SOUTH DAKOTA,UNION,"1,965","6,265,731",265.72,"5,775,544",244.93,"85,761","354,850","49,574","1,836","6,862,711",311.49,0.920,,,,
43640,SOUTH DAKOTA,WALWORTH,918,"3,847,773",349.29,"3,787,822",343.85,"15,092","38,399","6,458",857,"3,078,790",299.38,0.925,,,,
43670,SOUTH DAKOTA,YANKTON,"3,125","11,294,752",301.19,"10,648,072",283.95,"93,784","524,365","28,530","2,922","10,093,080",287.85,0.951,,,,
43680,SOUTH DAKOTA,ZIEBACH,124,"560,319",376.56,"509,723",342.56,"6,914","41,213","2,467",108,"382,002",294.75,0.868,,,,
44000,TENNESSEE,ANDERSON,"8,885","35,184,378",330.00,"32,867,122",308.26,"341,722","1,775,220","200,313","8,282","35,615,089",358.36,1.023,,,,
44010,TENNESSEE,BEDFORD,"4,805","20,185,516",350.08,"18,305,733",317.48,"467,049","1,328,935","83,798","4,517","19,259,001",355.31,0.940,,,,
44020,TENNESSEE,BENTON,"3,055","12,653,703",345.16,"11,798,110",321.83,"204,276","597,604","53,711","2,945","12,685,269",358.95,0.972,,,,
44030,TENNESSEE,BLEDSOE,"1,325","5,766,496",362.67,"5,196,953",326.85,"146,733","367,994","54,814","1,260","7,398,428",489.31,1.032,,,,
44040,TENNESSEE,BLOUNT,"12,560","45,676,448",303.05,"41,597,373",275.99,"963,612","2,373,815","741,646","11,789","46,846,458",331.15,0.974,,,,
44050,TENNESSEE,BRADLEY,"10,217","39,291,351",320.47,"36,381,349",296.74,"429,765","2,320,561","159,675","9,641","43,487,862",375.89,1.012,,,,
44060,TENNESSEE,CAMPBELL,"4,228","17,390,806",342.77,"15,732,191",310.08,"227,417","1,249,636","181,560","4,058","19,298,816",396.31,1.040,,,,
44070,TENNESSEE,CANNON,"1,624","8,056,681",413.42,"7,431,659",381.35,"130,061","476,092","18,867","1,517","7,898,163",433.87,1.078,,,,
44080,TENNESSEE,CARROLL,"5,173","23,607,724",380.30,"21,599,049",347.95,"343,376","1,587,534","77,763","4,973","22,431,274",375.88,1.010,,,,
44090,TENNESSEE,CARTER,"5,027","25,969,597",430.50,"22,972,620",380.82,"641,596","2,149,229","206,150","4,614","19,054,760",344.15,1.000,,,,
44100,TENNESSEE,CHEATHAM,"2,590","12,653,128",407.11,"11,655,275",375.01,"219,456","718,423","59,973","2,283","10,197,026",372.21,0.966,,,,
44110,TENNESSEE,CHESTER,"1,870","8,722,971",388.72,"7,827,487",348.82,"118,212","742,686","34,586","1,774","8,067,099",378.95,0.999,,,,
44120,TENNESSEE,CLAIBORNE,"3,373","14,161,153",349.87,"12,691,030",313.54,"238,078","1,052,904","179,140","3,194","17,531,920",457.42,1.007,,,,
44130,TENNESSEE,CLAY,943,"5,599,699",494.85,"4,990,796",441.04,"69,066","525,472","14,363",916,"3,723,767",338.77,1.003,,,,
44140,TENNESSEE,COCKE,"3,939","13,407,662",283.65,"12,068,392",255.32,"169,046","1,050,033","120,189","3,722","16,596,597",371.59,1.005,,,,
44150,TENNESSEE,COFFEE,"7,883","40,547,910",428.64,"37,537,159",396.82,"472,476","2,442,836","95,438","7,447","35,144,833",393.28,1.006,,,,
44160,TENNESSEE,CROCKETT,"2,255","12,128,168",448.20,"10,953,932",404.80,"173,860","956,225","44,150","2,155","10,994,837",425.17,1.083,,,,
44170,TENNESSEE,CUMBERLAND,"12,637","42,733,016",281.80,"38,851,783",256.20,"968,517","2,701,922","210,792","12,255","49,213,237",334.65,0.978,,,,
44180,TENNESSEE,DAVIDSON,"43,052","171,894,724",332.73,"157,115,565",304.12,"3,981,591","9,612,891","1,184,675","37,688","156,085,804",345.13,1.009,,,,
44190,TENNESSEE,DECATUR,"1,899","8,882,065",389.77,"8,277,836",363.25,"121,876","452,874","29,478","1,824","7,687,452",351.22,1.013,,,,
44200,TENNESSEE,DEKALB,"1,703","7,093,995",347.13,"6,532,770",319.67,"73,362","473,009","14,853","1,591","6,987,835",366.01,1.024,,,,
44210,TENNESSEE,DICKSON,"4,673","24,689,853",440.29,"22,880,901",408.03,"326,266","1,413,944","68,741","4,335","20,285,254",389.95,1.036,,,,
44220,TENNESSEE,DYER,"5,310","26,057,396",408.94,"23,652,237",371.19,"318,202","2,008,611","78,345","5,094","26,197,552",428.57,1.086,,,,
44230,TENNESSEE,FAYETTE,"3,316","12,763,851",320.76,"11,370,366",285.75,"308,800","992,936","91,748","3,014","12,352,759",341.54,0.926,,,,
44240,TENNESSEE,FENTRESS,"2,842","13,204,899",387.20,"12,068,872",353.88,"160,093","943,469","32,463","2,757","14,529,509",439.17,1.094,,,,
44250,TENNESSEE,FRANKLIN,"5,394","26,276,939",405.96,"23,677,278",365.80,"575,830","1,925,502","98,329","5,058","23,690,585",390.32,0.981,,,,
44260,TENNESSEE,GIBSON,"7,722","34,394,596",371.18,"31,210,088",336.81,"470,184","2,587,648","126,675","7,433","33,183,734",372.03,1.065,,,,
44270,TENNESSEE,GILES,"4,322","20,398,695",393.31,"18,929,344",364.98,"291,982","1,122,669","54,699","4,131","18,269,795",368.55,1.007,,,,
44280,TENNESSEE,GRAINGER,"2,072","6,716,670",270.14,"6,016,940",241.99,"121,081","494,216","84,431","1,953","8,836,717",377.06,0.960,,,,
44290,TENNESSEE,GREENE,"8,209","29,062,887",295.03,"26,344,197",267.43,"449,084","2,095,363","174,240","7,648","32,093,377",349.69,0.951,,,,
44300,TENNESSEE,GRUNDY,"1,975","9,653,055",407.30,"8,689,774",366.66,"189,389","726,362","47,528","1,876","8,347,514",370.80,1.045,,,,
44310,TENNESSEE,HAMBLEN,"6,459","25,495,718",328.94,"22,792,413",294.07,"345,014","2,149,626","208,663","6,087","29,395,814",402.44,0.985,,,,
44320,TENNESSEE,HAMILTON,"37,020","141,722,453",319.02,"130,324,962",293.37,"2,476,197","7,881,728","1,039,565","34,146","142,905,560",348.76,0.996,,,,
44330,TENNESSEE,HANCOCK,613,"3,819,910",519.29,"3,534,348",480.47,"53,762","196,292","35,506",593,"4,245,931",596.67,0.987,,,,
44340,TENNESSEE,HARDEMAN,"3,548","14,342,387",336.87,"12,798,388",300.60,"225,493","1,249,546","68,959","3,379","15,801,848",389.71,1.011,,,,
44350,TENNESSEE,HARDIN,"3,999","17,330,319",361.14,"15,312,185",319.08,"287,141","1,662,898","68,093","3,849","18,152,572",393.01,1.063,,,,
44360,TENNESSEE,HAWKINS,"4,282","17,915,013",348.65,"16,037,868",312.12,"362,048","1,307,955","207,141","3,948","17,882,449",377.46,0.993,,,,
44370,TENNESSEE,HAYWOOD,"2,092","10,535,256",419.66,"9,313,758",371.01,"144,147","1,036,113","41,237","1,969","10,549,080",446.47,1.051,,,,
44380,TENNESSEE,HENDERSON,"3,970","18,257,906",383.25,"16,680,911",350.15,"246,938","1,259,457","70,599","3,812","17,547,528",383.60,1.031,,,,
44390,TENNESSEE,HENRY,"5,760","23,831,197",344.78,"22,484,301",325.29,"324,218","951,217","71,459","5,552","21,672,971",325.30,0.941,,,,
44400,TENNESSEE,HICKMAN,"2,442","10,974,044",374.49,"10,174,476",347.20,"173,330","587,597","38,639","2,289","10,903,315",396.95,1.010,,,,
44410,TENNESSEE,HOUSTON,"1,237","6,562,200",442.08,"6,046,638",407.35,"129,729","362,300","23,532","1,194","5,350,836",373.45,1.029,,,,
44420,TENNESSEE,HUMPHREYS,"2,890","14,287,852",411.99,"13,318,457",384.04,"217,338","701,475","50,581","2,770","13,714,866",412.60,0.998,,,,
44430,TENNESSEE,JACKSON,"1,311","5,582,668",354.86,"5,095,034",323.86,"65,837","414,373","7,423","1,265","5,080,933",334.71,1.063,,,,
44440,TENNESSEE,JEFFERSON,"6,437","22,082,759",285.88,"20,257,611",262.25,"371,019","1,216,427","237,701","6,003","26,426,109",366.85,0.951,,,,
44450,TENNESSEE,JOHNSON,"2,493","10,714,079",358.14,"9,562,000",319.63,"253,204","807,057","91,816","2,342","9,526,700",338.98,0.956,,,,
44460,TENNESSEE,KNOX,"36,680","124,053,552",281.84,"111,256,051",252.76,"2,504,660","8,209,579","2,083,260","33,402","138,747,905",346.16,0.988,,,,
44470,TENNESSEE,LAKE,935,"5,479,218",488.34,"5,062,293",451.18,"37,959","368,224","10,741",892,"5,180,374",483.97,1.172,,,,
44480,TENNESSEE,LAUDERDALE,"3,216","17,524,989",454.11,"16,092,298",416.99,"233,783","1,137,466","61,441","3,014","16,124,390",445.82,1.062,,,,
44490,TENNESSEE,LAWRENCE,"7,076","31,740,316",373.80,"29,143,827",343.22,"448,625","2,062,546","85,317","6,838","30,416,057",370.67,1.042,,,,
44500,TENNESSEE,LEWIS,"1,378","7,429,503",449.29,"6,896,982",417.09,"74,973","440,449","17,098","1,308","6,394,266",407.38,1.041,,,,
