"AGED -- 2011 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) , FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE, BENEFICIARIES ENROLLED IN PARTS A AND/OR B , PUERTO RICO BENEFICIARIES ENROLLED IN BOTH PARTS A AND B ONLY, REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,AGED & DBLD MEAN RISK SCORES,,,,
18271,KENTUCKY,CUMBERLAND,"1,072","5,744,112",446.53,"5,309,683",412.76,"47,065","370,867","16,497","1,054","5,694,303",450.21,1.062,,,,
18290,KENTUCKY,DAVIESS,"12,769","59,579,473",388.83,"55,589,477",362.79,"307,194","3,603,042","79,758","12,299","50,323,849",340.98,1.074,,,,
18291,KENTUCKY,EDMONSON,"1,142","6,019,050",439.22,"5,451,729",397.82,"35,979","522,441","8,899","1,125","4,971,784",368.28,1.030,,,,
18310,KENTUCKY,ELLIOTT,"1,304","5,666,246",362.11,"4,743,358",303.13,"127,901","755,325","39,660","1,324","5,360,130",337.37,1.047,,,,
18320,KENTUCKY,ESTILL,"1,970","8,586,793",363.23,"7,731,181",327.04,"168,546","629,171","57,894","1,960","8,573,058",364.50,0.963,,,,
18330,KENTUCKY,FAYETTE,"25,032","102,221,463",340.30,"90,662,487",301.82,"2,804,193","7,705,389","1,049,392","22,641","91,412,897",336.46,0.998,,,,
18340,KENTUCKY,FLEMING,"1,804","7,799,199",360.27,"6,720,352",310.44,"204,126","824,449","50,271","1,740","7,095,636",339.83,1.027,,,,
18350,KENTUCKY,FLOYD,"4,027","22,212,287",459.65,"19,040,849",394.02,"285,951","2,773,524","111,962","4,004","18,494,493",384.92,0.981,,,,
18360,KENTUCKY,FRANKLIN,"7,322","39,033,588",444.25,"35,244,106",401.12,"662,596","2,911,845","215,038","7,063","31,544,601",372.18,1.097,,,,
18361,KENTUCKY,FULTON,"1,322","6,479,524",408.44,"5,993,979",377.84,"58,212","416,491","10,841","1,277","5,412,110",353.18,0.974,,,,
18362,KENTUCKY,GALLATIN,722,"4,520,139",521.72,"4,206,043",485.46,"55,041","240,344","18,709",670,"2,794,066",347.52,1.103,,,,
18390,KENTUCKY,GARRARD,"2,016","7,399,644",305.87,"6,619,184",273.61,"111,401","632,888","36,169","1,881","7,940,535",351.79,0.995,,,,
18400,KENTUCKY,GRANT,"2,399","12,073,715",419.40,"11,137,082",386.87,"253,617","613,337","69,678","2,242","8,484,427",315.36,1.001,,,,
18410,KENTUCKY,GRAVES,"5,629","27,957,094",413.88,"26,061,511",385.82,"204,170","1,648,339","43,072","5,462","20,688,648",315.65,1.057,,,,
18420,KENTUCKY,GRAYSON,"3,381","15,584,421",384.12,"13,937,923",343.54,"223,052","1,358,926","64,518","3,279","12,990,438",330.14,1.018,,,,
18421,KENTUCKY,GREEN,"1,527","7,678,605",419.05,"6,986,406",381.27,"133,630","512,332","46,235","1,486","8,163,364",457.79,0.972,,,,
18440,KENTUCKY,GREENUP,"5,347","27,770,692",432.81,"24,250,894",377.95,"273,998","3,123,298","122,500","5,210","25,469,836",407.39,1.081,,,,
18450,KENTUCKY,HANCOCK,"1,074","4,710,371",365.49,"4,462,150",346.23,"13,006","229,634","5,579","1,035","4,124,172",332.06,0.955,,,,
18460,KENTUCKY,HARDIN,"11,248","45,066,420",333.88,"41,819,731",309.83,"457,574","2,652,169","136,946","10,853","43,022,727",330.34,0.995,,,,
18470,KENTUCKY,HARLAN,"3,496","18,986,074",452.57,"15,807,145",376.79,"274,592","2,801,296","103,039","3,516","14,026,881",332.45,0.958,,,,
18480,KENTUCKY,HARRISON,"2,226","10,129,056",379.19,"9,042,921",338.53,"207,340","824,216","54,578","2,135","7,214,493",281.60,0.930,,,,
18490,KENTUCKY,HART,"2,099","10,991,857",436.39,"9,764,027",387.65,"235,787","914,071","77,971","2,047","9,296,459",378.46,0.982,,,,
18500,KENTUCKY,HENDERSON,"5,286","25,369,194",399.94,"23,005,324",362.68,"261,276","1,949,557","153,036","5,077","20,153,118",330.79,0.967,,,,
18510,KENTUCKY,HENRY,"1,875","9,917,129",440.76,"9,017,766",400.79,"143,553","723,169","32,640","1,751","8,670,201",412.63,1.040,,,,
18511,KENTUCKY,HICKMAN,599,"3,155,481",438.99,"2,971,724",413.43,"16,444","164,031","3,281",586,"2,559,172",363.93,1.049,,,,
18530,KENTUCKY,HOPKINS,"6,303","23,387,728",309.21,"20,704,667",273.74,"588,184","1,838,087","256,788","6,087","21,678,779",296.79,0.979,,,,
18540,KENTUCKY,JACKSON,"1,482","6,464,807",363.52,"5,655,448",318.01,"92,402","684,728","32,228","1,470","5,826,930",330.32,1.001,,,,
18550,KENTUCKY,JEFFERSON,"76,697","362,177,328",393.52,"320,362,194",348.08,"7,298,284","31,821,166","2,695,684","71,591","311,144,803",362.18,1.050,,,,
18560,KENTUCKY,JESSAMINE,"4,093","14,545,751",296.15,"13,260,171",269.98,"268,023","922,306","95,249","3,720","14,256,425",319.36,0.990,,,,
18570,KENTUCKY,JOHNSON,"2,738","14,132,333",430.13,"12,140,555",369.51,"173,712","1,759,099","58,966","2,706","11,636,299",358.35,1.020,,,,
18580,KENTUCKY,KENTON,"12,765","62,302,363",406.73,"57,171,121",373.23,"1,459,473","3,167,157","504,610","11,703","47,131,664",335.61,1.036,,,,
18590,KENTUCKY,KNOTT,"1,377","7,859,655",475.65,"6,621,350",400.71,"141,746","1,045,098","51,459","1,383","7,129,990",429.62,1.026,,,,
18600,KENTUCKY,KNOX,"2,834","13,112,482",385.57,"11,452,014",336.74,"238,986","1,340,480","81,001","2,855","13,135,316",383.40,1.021,,,,
18610,KENTUCKY,LARUE,"1,791","7,188,899",334.49,"6,714,974",312.44,"65,043","393,575","15,305","1,736","6,165,679",295.97,0.952,,,,
18620,KENTUCKY,LAUREL,"5,828","28,059,662",401.22,"23,525,153",336.38,"391,622","4,027,802","115,084","5,651","24,394,883",359.74,1.048,,,,
18630,KENTUCKY,LAWRENCE,"1,912","9,004,935",392.47,"7,948,901",346.45,"72,605","958,484","24,944","1,914","8,303,528",361.53,0.991,,,,
18640,KENTUCKY,LEE,864,"4,275,183",412.34,"3,828,208",369.23,"103,162","316,902","26,909",868,"3,515,046",337.47,0.986,,,,
18650,KENTUCKY,LESLIE,"1,242","7,020,662",471.06,"6,089,232",408.56,"101,573","790,333","39,522","1,268","6,628,056",435.60,1.010,,,,
18660,KENTUCKY,LETCHER,"2,725","14,453,379",442.00,"12,584,565",384.85,"222,675","1,571,426","74,711","2,696","11,924,490",368.59,1.009,,,,
18670,KENTUCKY,LEWIS,"1,576","6,604,902",349.24,"5,719,728",302.44,"147,085","675,871","62,216","1,558","6,027,680",322.40,1.015,,,,
18680,KENTUCKY,LINCOLN,"3,292","13,132,601",332.44,"11,768,537",297.91,"180,711","1,125,641","57,711","3,179","13,942,406",365.48,0.943,,,,
18690,KENTUCKY,LIVINGSTON,"1,587","6,798,928",357.01,"6,465,245",339.49,"75,933","245,413","12,335","1,512","6,161,065",339.56,0.965,,,,
18700,KENTUCKY,LOGAN,"3,761","18,191,096",403.06,"16,651,946",368.96,"126,142","1,380,787","32,220","3,625","14,349,531",329.87,0.976,,,,
18710,KENTUCKY,LYON,"1,304","5,661,494",361.80,"5,332,415",340.77,"87,812","213,951","27,315","1,251","5,064,339",337.35,0.960,,,,
18720,KENTUCKY,MCCRACKEN,"9,562","43,006,025",374.80,"41,218,732",359.22,"206,794","1,530,899","49,599","9,193","36,087,396",327.13,1.052,,,,
18730,KENTUCKY,MCCREARY,"1,807","8,176,323",377.07,"7,052,237",325.23,"76,592","1,008,849","38,643","1,824","8,455,960",386.33,1.031,,,,
18740,KENTUCKY,MCLEAN,"1,309","6,635,965",422.46,"6,150,092",391.53,"44,716","421,332","19,823","1,270","5,487,474",360.07,1.013,,,,
18750,KENTUCKY,MADISON,"7,396","31,030,109",349.63,"27,336,210",308.01,"588,972","2,924,050","180,876","6,971","30,582,519",365.59,0.976,,,,
18760,KENTUCKY,MAGOFFIN,"1,318","6,508,228",411.50,"5,697,708",360.25,"71,142","716,721","22,657","1,358","5,748,801",352.77,1.006,,,,
18770,KENTUCKY,MARION,"2,201","9,446,867",357.67,"8,513,807",322.35,"143,492","736,986","52,579","2,105","8,486,358",335.96,0.967,,,,
18780,KENTUCKY,MARSHALL,"5,329","21,857,162",341.80,"20,704,028",323.76,"214,033","899,071","40,028","5,135","21,466,751",348.37,0.969,,,,
18790,KENTUCKY,MARTIN,"1,034","4,969,778",400.53,"4,207,481",339.09,"34,278","711,100","16,918","1,059","5,158,659",405.94,0.960,,,,
18800,KENTUCKY,MASON,"2,153","7,933,567",307.07,"7,163,367",277.26,"144,875","577,701","47,623","2,074","7,788,247",312.93,0.980,,,,
18801,KENTUCKY,MEADE,"2,076","9,795,866",393.22,"8,830,496",354.47,"160,230","756,210","48,929","2,006","8,502,297",353.20,0.955,,,,
18802,KENTUCKY,MENIFEE,758,"2,650,964",291.44,"2,279,375",250.59,"56,984","293,397","21,206",749,"2,996,695",333.41,0.980,,,,
18830,KENTUCKY,MERCER,"2,812","10,744,484",318.41,"9,694,062",287.28,"188,353","804,851","57,216","2,679","11,846,288",368.49,0.989,,,,
18831,KENTUCKY,METCALFE,"1,291","5,514,441",355.95,"4,707,664",303.88,"106,633","655,330","44,813","1,264","4,639,566",305.88,0.967,,,,
18850,KENTUCKY,MONROE,"1,653","11,239,518",566.62,"9,604,535",484.20,"126,058","1,476,892","32,032","1,641","7,080,960",359.59,1.014,,,,
18860,KENTUCKY,MONTGOMERY,"2,662","13,213,576",413.65,"11,725,729",367.07,"335,575","1,071,265","81,007","2,520","11,137,912",368.32,1.034,,,,
18861,KENTUCKY,MORGAN,"1,320","7,321,277",462.20,"6,304,868",398.03,"193,339","767,408","55,660","1,330","6,481,345",406.10,0.998,,,,
18880,KENTUCKY,MUHLENBERG,"4,319","17,043,337",328.84,"15,378,983",296.73,"268,762","1,322,401","73,189","4,217","15,848,025",313.18,0.951,,,,
18890,KENTUCKY,NELSON,"4,783","18,756,579",326.79,"16,868,578",293.90,"301,641","1,498,859","87,499","4,522","18,291,017",337.07,0.966,,,,
18900,KENTUCKY,NICHOLAS,976,"4,158,515",355.06,"3,736,578",319.04,"110,723","277,589","33,623",939,"4,360,028",386.94,1.030,,,,
18910,KENTUCKY,OHIO,"2,839","12,871,211",377.81,"12,187,660",357.75,"66,218","601,382","15,949","2,774","11,649,671",349.97,1.070,,,,
18920,KENTUCKY,OLDHAM,"4,079","15,279,296",312.15,"13,894,359",283.86,"242,203","1,062,103","80,628","3,676","14,889,830",337.55,0.948,,,,
18930,KENTUCKY,OWEN,992,"6,571,537",552.04,"6,062,508",509.28,"122,172","348,881","37,974",968,"4,557,054",392.31,1.016,,,,
18931,KENTUCKY,OWSLEY,660,"3,966,769",500.85,"3,556,730",449.08,"62,062","334,210","13,764",702,"3,244,430",385.14,1.007,,,,
18932,KENTUCKY,PENDLETON,"1,367","7,230,378",440.77,"6,632,639",404.33,"135,046","415,226","47,465","1,297","5,005,781",321.63,0.990,,,,
18960,KENTUCKY,PERRY,"3,520","20,317,269",481.00,"16,845,155",398.80,"385,312","2,956,581","130,220","3,444","15,664,078",379.02,1.056,,,,
18970,KENTUCKY,PIKE,"6,755","36,625,581",451.83,"31,749,376",391.68,"669,334","3,942,726","264,144","6,618","27,065,590",340.81,0.936,,,,
18971,KENTUCKY,POWELL,"1,199","4,775,601",331.92,"4,301,789",298.98,"91,182","347,778","34,851","1,144","4,517,362",329.06,0.989,,,,
18972,KENTUCKY,PULASKI,"8,626","34,508,873",333.38,"29,309,763",283.15,"400,499","4,676,938","121,672","8,391","35,156,844",349.15,0.927,,,,
18973,KENTUCKY,ROBERTSON,261,"1,404,758",448.52,"1,253,147",400.11,"30,856","110,373","10,381",253,"1,018,407",335.44,1.014,,,,
18974,KENTUCKY,ROCKCASTLE,"1,876","9,213,562",409.27,"8,028,557",356.63,"196,716","917,092","71,195","1,841","7,663,280",346.88,0.939,,,,
18975,KENTUCKY,ROWAN,"2,078","10,005,101",401.23,"8,123,174",325.76,"333,966","1,440,393","107,566","2,008","8,577,094",355.96,1.027,,,,
18976,KENTUCKY,RUSSELL,"2,506","10,615,409",353.00,"9,509,610",316.23,"117,546","951,033","37,219","2,439","10,425,394",356.20,0.994,,,,
18977,KENTUCKY,SCOTT,"3,362","12,524,090",310.43,"11,139,183",276.11,"272,276","1,016,565","96,064","3,104","11,821,139",317.36,0.912,,,,
18978,KENTUCKY,SHELBY,"3,803","17,628,430",386.28,"16,286,101",356.87,"206,099","1,067,620","68,609","3,601","15,410,110",356.62,0.985,,,,
18979,KENTUCKY,SIMPSON,"2,122","11,550,193",453.59,"10,625,855",417.29,"195,106","687,501","41,729","2,035","8,131,364",332.98,1.008,,,,
18980,KENTUCKY,SPENCER,"1,377","5,590,594",338.33,"5,107,666",309.11,"99,099","345,050","38,777","1,292","5,823,273",375.60,1.026,,,,
18981,KENTUCKY,TAYLOR,"3,896","19,723,092",421.87,"17,907,153",383.02,"202,909","1,529,595","83,433","3,749","16,359,644",363.64,1.000,,,,
18982,KENTUCKY,TODD,"1,415","6,962,668",410.05,"6,227,001",366.73,"119,975","593,074","22,616","1,355","6,081,513",374.02,1.018,,,,
18983,KENTUCKY,TRIGG,"2,210","9,119,478",343.87,"8,371,113",315.65,"199,249","515,135","33,980","2,145","9,083,165",352.88,0.895,,,,
18984,KENTUCKY,TRIMBLE,914,"4,665,660",425.39,"4,335,515",395.29,"42,415","272,868","14,861",862,"4,114,117",397.73,1.004,,,,
18985,KENTUCKY,UNION,"1,836","9,120,908",413.98,"8,599,945",390.34,"82,144","403,262","35,555","1,764","7,243,157",342.17,0.944,,,,
18986,KENTUCKY,WARREN,"11,529","53,784,977",388.77,"48,438,684",350.12,"577,822","4,662,697","105,774","11,041","45,079,293",340.24,0.971,,,,
18987,KENTUCKY,WASHINGTON,"1,394","6,337,673",378.87,"5,657,340",338.20,"99,463","547,215","33,653","1,336","5,521,394",344.40,0.967,,,,
18988,KENTUCKY,WAYNE,"2,346","10,505,468",373.17,"9,231,327",327.91,"150,086","1,076,807","47,246","2,336","10,418,109",371.65,0.931,,,,
18989,KENTUCKY,WEBSTER,"1,660","7,094,999",356.17,"6,318,820",317.21,"143,592","571,822","60,763","1,596","5,981,142",312.30,0.950,,,,
18990,KENTUCKY,WHITLEY,"6,342","36,524,520",479.93,"31,509,754",414.04,"395,047","4,483,605","136,113","6,223","28,384,893",380.11,1.013,,,,
18991,KENTUCKY,WOLFE,968,"4,957,502",426.78,"4,494,215",386.90,"74,407","361,136","27,743",989,"4,388,901",369.81,1.053,,,,
18992,KENTUCKY,WOODFORD,"2,557","10,064,438",328.00,"9,162,129",298.60,"229,281","597,145","75,881","2,331","8,619,899",308.16,0.938,,,,
19000,LOUISIANA,ACADIA,"6,832","34,746,924",423.83,"31,741,279",387.16,"123,383","2,852,146","30,114","6,538","31,189,582",397.54,1.006,,,,
19010,LOUISIANA,ALLEN,"2,539","12,617,166",414.11,"11,179,796",366.94,"82,436","1,318,625","36,307","2,388","11,595,208",404.63,0.988,,,,
19020,LOUISIANA,ASCENSION,"4,519","20,166,287",371.88,"18,394,863",339.21,"256,384","1,423,498","91,540","3,997","20,743,469",432.48,1.021,,,,
19030,LOUISIANA,ASSUMPTION,"2,126","9,968,783",390.75,"9,327,955",365.63,"63,518","547,884","29,425","2,026","10,801,533",444.29,1.004,,,,
19040,LOUISIANA,AVOYELLES,"5,143","26,760,057",433.60,"24,077,878",390.14,"141,521","2,481,863","58,793","4,763","29,790,512",521.21,1.016,,,,
19050,LOUISIANA,BEAUREGARD,"4,422","23,192,677",437.07,"21,265,670",400.76,"136,696","1,730,908","59,401","4,197","19,518,963",387.56,1.043,,,,
19060,LOUISIANA,BIENVILLE,"2,233","15,910,697",593.77,"14,447,406",539.16,"90,182","1,338,198","34,910","2,043","10,972,303",447.56,1.027,,,,
19070,LOUISIANA,BOSSIER,"11,346","57,339,611",421.14,"53,607,420",393.73,"296,689","3,300,571","134,929","10,519","51,514,514",408.11,0.990,,,,
19080,LOUISIANA,CADDO,"28,997","151,792,635",436.23,"137,651,385",395.59,"1,493,164","11,939,350","708,735","26,333","125,471,790",397.07,1.017,,,,
19090,LOUISIANA,CALCASIEU,"21,593","88,610,272",341.97,"81,266,831",313.63,"840,052","6,107,552","395,835","20,407","98,617,598",402.71,1.001,,,,
19100,LOUISIANA,CALDWELL,"1,453","9,305,958",533.72,"8,395,168",481.48,"25,353","872,802","12,633","1,374","9,015,610",546.80,1.063,,,,
19110,LOUISIANA,CAMERON,384,"1,029,331",223.38,"958,080",207.92,"6,033","61,520","3,696",344,"1,273,646",308.54,0.974,,,,
19120,LOUISIANA,CATAHOULA,"1,517","7,745,977",425.51,"6,923,972",380.35,"60,046","740,387","21,571","1,412","6,781,302",400.22,1.045,,,,
19130,LOUISIANA,CLAIBORNE,"2,119","13,960,394",549.02,"12,912,381",507.80,"59,087","961,284","27,641","1,939","10,184,733",437.71,0.976,,,,
19140,LOUISIANA,CONCORDIA,"2,627","14,531,742",460.97,"13,403,399",425.18,"86,896","1,008,578","32,867","2,413","12,718,208",439.23,0.972,,,,
19150,LOUISIANA,DE SOTO,"3,594","17,961,245",416.46,"16,085,852",372.98,"220,191","1,584,455","70,745","3,280","16,378,489",416.12,0.984,,,,
19160,LOUISIANA,EAST BATON ROUGE,"31,122","122,192,416",327.19,"107,564,736",288.02,"2,177,667","11,632,687","817,323","27,622","135,701,736",409.40,1.007,,,,
19170,LOUISIANA,EAST CARROLL,"1,028","5,093,892",412.93,"4,615,130",374.12,"24,296","446,114","8,351",893,"6,337,547",591.41,0.996,,,,
19180,LOUISIANA,EAST FELICIANA,"2,014","8,857,983",366.52,"8,003,154",331.15,"96,865","732,061","25,902","1,737","8,327,274",399.50,1.050,,,,
19190,LOUISIANA,EVANGELINE,"3,879","24,783,230",532.42,"22,020,973",473.08,"43,264","2,702,175","16,815","3,670","22,208,774",504.29,1.071,,,,
19200,LOUISIANA,FRANKLIN,"2,931","14,359,578",408.27,"12,904,628",366.90,"57,116","1,378,816","19,016","2,693","16,455,369",509.20,1.026,,,,
19210,LOUISIANA,GRANT,"2,313","12,985,329",467.84,"11,477,593",413.52,"95,895","1,370,958","40,882","2,112","10,531,260",415.53,0.956,,,,
19220,LOUISIANA,IBERIA,"8,450","37,388,937",368.73,"33,916,933",334.49,"131,468","3,283,601","56,933","7,904","38,089,367",401.58,1.009,,,,
19230,LOUISIANA,IBERVILLE,"2,549","10,728,625",350.75,"9,484,521",310.07,"186,514","986,297","71,292","2,251","12,208,344",451.96,1.027,,,,
19240,LOUISIANA,JACKSON,"2,395","14,621,944",508.77,"13,442,255",467.72,"66,277","1,089,095","24,315","2,277","12,043,113",440.75,0.994,,,,
19250,LOUISIANA,JEFFERSON,"26,656","122,786,815",383.86,"105,562,045",330.01,"4,612,894","8,578,500","4,033,375","23,029","119,931,382",433.99,1.030,,,,
19260,LOUISIANA,JEFFERSON DAVIS,"3,862","19,439,281",419.46,"17,778,596",383.62,"76,491","1,548,409","35,783","3,669","19,173,527",435.48,0.996,,,,
19270,LOUISIANA,LAFAYETTE,"21,259","96,482,527",378.20,"87,684,297",343.71,"339,207","8,346,706","112,317","19,773","95,974,263",404.48,0.978,,,,
19280,LOUISIANA,LAFOURCHE,"8,456","34,103,452",336.09,"31,270,088",308.16,"437,281","2,088,445","307,636","7,971","37,770,208",394.87,0.971,,,,
19290,LOUISIANA,LA SALLE,"1,890","12,532,133",552.56,"11,289,411",497.77,"88,571","1,127,852","26,298","1,784","9,506,843",444.08,1.072,,,,
19300,LOUISIANA,LINCOLN,"4,572","24,138,125",439.96,"21,647,835",394.57,"95,404","2,358,682","36,203","4,225","21,494,284",423.95,0.976,,,,
19310,LOUISIANA,LIVINGSTON,"6,268","30,176,761",401.20,"27,033,479",359.41,"311,732","2,718,993","112,555","5,720","30,803,945",448.78,1.019,,,,
19320,LOUISIANA,MADISON,"1,293","7,185,464",463.10,"6,620,296",426.68,"38,363","516,673","10,131","1,127","7,125,899",526.91,0.971,,,,
19330,LOUISIANA,MOREHOUSE,"3,904","22,327,774",476.60,"20,407,005",435.60,"83,302","1,801,790","35,675","3,585","19,190,085",446.07,1.015,,,,
19340,LOUISIANA,NATCHITOCHES,"4,646","26,682,664",478.60,"24,564,948",440.61,"165,138","1,893,026","59,550","4,276","24,663,094",480.65,1.024,,,,
19350,LOUISIANA,ORLEANS,"19,997","85,166,611",354.91,"66,972,639",279.09,"4,637,217","9,530,551","4,026,201","16,423","84,525,518",428.90,1.053,,,,
19360,LOUISIANA,OUACHITA,"16,119","81,146,751",419.52,"72,718,007",375.94,"422,254","7,813,746","192,742","14,810","77,681,410",437.10,1.039,,,,
19370,LOUISIANA,PLAQUEMINES,"1,036","4,038,802",324.87,"3,088,817",248.46,"262,652","429,659","257,673",914,"3,792,403",345.77,1.025,,,,
19380,LOUISIANA,POINTE COUPEE,"2,165","11,034,240",424.72,"10,285,687",395.91,"104,267","607,914","36,371","1,966","9,800,767",415.43,1.015,,,,
19390,LOUISIANA,RAPIDES,"16,310","79,206,684",404.69,"69,651,006",355.87,"569,241","8,753,386","233,049","15,157","76,271,179",419.34,0.990,,,,
19400,LOUISIANA,RED RIVER,"1,070","6,619,302",515.52,"6,166,114",480.23,"21,730","420,214","11,243",956,"4,862,518",423.86,0.951,,,,
19410,LOUISIANA,RICHLAND,"2,790","12,140,202",362.61,"11,042,203",329.81,"35,565","1,040,683","21,750","2,488","15,273,809",511.58,0.999,,,,
19420,LOUISIANA,SABINE,"3,268","14,475,076",369.11,"12,997,852",331.44,"147,975","1,274,290","54,957","3,077","16,445,216",445.38,0.965,,,,
19430,LOUISIANA,ST  BERNARD,"1,492","7,714,031",430.86,"6,148,953",343.44,"397,428","838,618","329,030","1,315","6,350,732",402.45,1.013,,,,
19440,LOUISIANA,ST  CHARLES,"2,382","11,233,257",392.99,"9,535,420",333.59,"414,772","961,287","321,777","2,092","10,336,904",411.76,1.000,,,,
19450,LOUISIANA,ST  HELENA,687,"4,100,502",497.39,"3,690,716",447.69,"30,525","357,608","21,652",602,"3,892,006",538.76,1.081,,,,
19460,LOUISIANA,ST  JAMES,"1,909","8,009,198",349.62,"7,019,226",306.41,"212,402","641,934","135,635","1,765","8,917,568",421.04,0.964,,,,
19470,LOUISIANA,ST  JOHN THE BAPTIST,"2,545","11,738,720",384.37,"10,147,046",332.25,"297,076","1,066,820","227,776","2,282","10,812,181",394.84,0.954,,,,
19480,LOUISIANA,ST  LANDRY,"11,514","59,093,826",427.70,"51,357,881",371.71,"119,830","7,567,479","48,635","10,969","58,082,210",441.26,1.054,,,,
19490,LOUISIANA,ST  MARTIN,"5,059","23,539,362",387.75,"21,544,134",354.88,"99,667","1,871,065","24,495","4,776","22,351,687",390.00,0.978,,,,
19500,LOUISIANA,ST  MARY,"5,776","28,179,084",406.55,"26,048,978",375.82,"242,433","1,727,627","160,045","5,405","26,685,514",411.43,0.962,,,,
19510,LOUISIANA,ST  TAMMANY,"15,909","76,288,886",399.61,"70,121,123",367.30,"690,016","5,043,073","434,671","14,158","82,328,677",484.58,1.050,,,,
19520,LOUISIANA,TANGIPAHOA,"10,318","68,610,600",554.13,"60,974,091",492.46,"357,466","7,044,910","234,132","9,368","59,991,338",533.65,1.094,,,,
19530,LOUISIANA,TENSAS,801,"3,444,233",358.33,"3,125,946",325.21,"19,939","290,987","7,361",699,"3,606,089",429.91,0.912,,,,
19540,LOUISIANA,TERREBONNE,"11,063","41,964,535",316.10,"37,000,812",278.71,"469,687","4,151,828","342,207","10,298","48,141,713",389.57,0.954,,,,
19550,LOUISIANA,UNION,"3,230","17,254,428",445.16,"15,901,440",410.25,"61,315","1,265,742","25,930","3,018","17,305,248",477.83,0.980,,,,
19560,LOUISIANA,VERMILION,"6,698","28,741,705",357.59,"26,529,994",330.07,"84,551","2,086,973","40,186","6,416","29,473,181",382.81,0.973,,,,
19570,LOUISIANA,VERNON,"4,590","26,400,699",479.32,"23,986,725",435.49,"116,236","2,253,522","44,215","4,380","20,996,415",399.48,1.084,,,,
19580,LOUISIANA,WASHINGTON,"5,300","35,457,191",557.50,"32,800,324",515.73,"342,741","2,040,721","273,404","5,013","36,285,765",603.19,1.204,,,,
19590,LOUISIANA,WEBSTER,"6,168","31,698,483",428.27,"28,427,138",384.07,"195,043","3,000,743","75,557","5,732","29,183,448",424.28,1.001,,,,
19600,LOUISIANA,WEST BATON ROUGE,"1,447","5,471,118",315.08,"4,793,925",276.08,"107,958","526,212","43,022","1,293","6,357,384",409.73,1.021,,,,
19610,LOUISIANA,WEST CARROLL,"1,884","10,358,621",458.18,"9,374,400",414.65,"56,353","903,662","24,206","1,775","10,424,467",489.41,0.999,,,,
19620,LOUISIANA,WEST FELICIANA,942,"4,089,054",361.74,"3,742,744",331.10,"40,436","296,061","9,812",821,"4,674,200",474.44,0.996,,,,
19630,LOUISIANA,WINN,"1,868","11,790,352",525.98,"10,758,043",479.93,"59,566","953,185","19,557","1,740","8,342,649",399.55,1.007,,,,
20000,MAINE,ANDROSCOGGIN,"12,762","46,087,456",300.94,"41,161,857",268.78,"835,902","3,758,161","331,535","11,968","47,838,785",333.10,1.012,,,,
